Law  Category,      Legal Domain,              Act No,              Year,                                                     Act Name,                                                                                                                                       Description
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"outlines the duties of landowners, cultivators, and occupiers to efficiently manage agricultural lands, including selecting suitable crops and livestock. Regulations are to be made for efficient land use based on natural resources and other relevant factors, with the goal of improving productivity and maintaining high standards of agriculture."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"authorizes the Commissioner-General to issue ""Supervision Orders"" for agricultural land that is not cultivated according to the Act’s guidelines. This order places the land under supervision to ensure proper cultivation. The section also discusses the procedures for implementing and revoking Supervision Orders, ensuring compliance with agricultural policies"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"The act governs various aspects of agricultural land management in Sri Lanka, focusing on land cultivation, compensation for undercultivation, and disputes regarding land use. It sets out regulations for the proper use of agricultural land, including land that falls under government oversight. The act also includes provisions for the establishment of Supervision Committees to monitor land cultivation and issue relevant orders."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section of the act discusses the creation of Supervision Committees by the Commissioner-General. These committees are responsible for monitoring the cultivation of agricultural lands under their jurisdiction. The committees are tasked with reporting whether land is being adequately cultivated and recommending corrective measures if necessary. It also outlines the procedure for the appointment of committee members, their duties, and the rules regarding meetings and decision-making."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Under this section, if land does not show improvement in cultivation after a Supervision Order, the Commissioner-General can order compensation to be paid by the landowner, cultivator, or occupier. The compensation amount is capped at 5,000 rupees per acre. A person affected by this decision has the right to appeal the order within a set period. If the compensation is not paid within the stipulated time, the Commissioner-General can take legal action to recover the amount through the Magistrates Court."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section addresses situations where the cultivation of land is not satisfactory even after the issuance of a Supervision Order for a year. The Commissioner-General can issue an ""Order of Dispossession"" to evict the landowner or occupier and revoke their right to cultivate the land for a specified period. If the person disagrees with the order, they can appeal to the Secretary of the Ministry. If no appeal is made or the appeal is dismissed, the order becomes final, and the land is handed over to the Land Bank for management."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section provides a framework for dealing with disputes over agricultural land. If a dispute arises preventing the cultivation of land, the Commissioner-General has the authority to issue an order requiring the landowner or occupier to vacate the land and return it to the government. The land can be temporarily assigned to the Land Bank for cultivation until the dispute is resolved. The section outlines the procedure for notifying the individuals involved in the dispute and the actions to take if they do not comply with the order."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"The Commissioner-General is granted the authority to classify whether a piece of land is considered paddy land, based on its suitability for rice cultivation. This decision is made after considering input from local Agrarian Development Councils and other relevant government bodies. This section ensures that lands are properly categorized based on their intended agricultural use and potential for rice cultivation."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section allows the Commissioner-General to identify paddy lands that are better suited for cultivating other agricultural crops instead of rice. This decision is based on factors like the lands productivity and potential for crop rotation. The Commissioner-General will consult with Farmer Organizations and Agrarian Development Councils to make these determinations. Once such lands are identified, they are excluded from certain regulations that apply specifically to paddy cultivation."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Paddy Lands Cultivation	(1) All paddy lands identified by the Commissioner-General must be cultivated with paddy every season.
(2) If paddy cannot be cultivated due to natural or other causes, permission is required to cultivate an agricultural crop (except perennial crops).
(3) For lands where satisfactory production can be obtained from non-paddy crops, half-yearly crops may be cultivated with prior written permission. For long-term crops, permission is required before planting.
(4) Violating these conditions is an offense.
(5) A certificate from the Commissioner-General confirming the violation is admissible as evidence and serves as prima facie proof of the offense."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Powers of Inspection	(1) The Commissioner-General or appointed officers have the authority to inspect agricultural lands at reasonable times.
(2) Inspections are done to ensure that lands are not being filled, used for construction, or prepared for non-agricultural purposes. Officers also check whether agricultural land is being efficiently used for cultivation or if there are violations of permissions.
(3) Officers may verify compliance with conditions set under Sections 32 or 33.
(4) Obstructing officers during inspections is an offense, punishable by imprisonment (up to 2 years), a fine (up to 25,000 rupees), or both.
(5) Complaints about obstruction are filed with the local police station.
(6) Affidavits from officers during inspections serve as evidence in court."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Unauthorized Use of Paddy Land	(1) It is illegal to fill, use for non-agricultural purposes, construct structures, or remove soil from paddy land without written permission from the Commissioner-General.
(2) Aiding or abetting any such act is also an offense.
(3) If an offense is committed, a notice will be issued to the violator, informing them of the offense and potential penalties.
(4) The notice is deemed served when displayed on or near the paddy land.
(5) Officers must report violations to the local police.
(6) Police are required to detain violators and seize any tools or vehicles used.
(7) Violators must appear before court.
(8) Offenders may face fines up to 100,000 rupees or imprisonment for up to 6 months, or both.
(9) Continued offenses will incur an additional fine of 1,000 rupees per day.
(10) The court may order the removal of soil, material, or constructions linked to the offense."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Restrictions on Filling Paddy Land	(1) Filling, removing soil, or constructing structures on paddy land is prohibited without written permission from the Commissioner-General.
(2) Violations of this prohibition are offenses under the law.
(3) If violations occur, the Commissioner-General can apply to the Magistrate’s Court for a restraining order to prevent further violations.
(4) The application must be supported by an affidavit.
(5) The Magistrate may issue an interim order to stop the violation and summon the violator to appear in court.
(6) If the violator fails to appear, the interim order is confirmed. If they show cause, the court may proceed to a hearing.
(7) The court does not need evidence from the Commissioner-General or his officers.
(8) If the violator lacks legal authority to perform the prohibited act, the restraining order will be confirmed.
(9) (a) If convicted, the court may order the forfeiture of implements, machinery, or vehicles used in the offense.
(b) The Commissioner-General may seize and sell the forfeited items, and the proceeds will go to the Agrarian Development Fund."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Use of Paddy Land for Non-Agricultural Purposes	(1) No person shall use paddy land for anything other than agricultural cultivation without the written permission of the Commissioner-General.
(2) The Commissioner-General can withdraw permission at any time to increase agricultural production or for non-compliance.
(3) Using paddy land for unauthorized purposes is an offense.
(4) If permission is withdrawn, the land must be restored to its original condition by a specified date.
(5) Failure to restore the land results in a fine or imprisonment (up to 3 months).
(6) If the offense continues after conviction, a fine of 1,000 rupees per day applies, credited to the Agrarian Development Fund."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Rent for Agricultural Crops	(1) The Commissioner-General determines the rent to be paid for paddy land cultivated with other crops.
(2) The rent depends on the crops production cost and market value.
(3) Rent can vary by administrative district or part of a district.
(4) If rent is based on acreage, it is calculated proportionally for areas smaller than one acre.
(5) Rent is due within 30 days of harvest, and late payment results in arrears starting the next day.
(6) Action can be taken for arrears according to section 10."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Permission for Mineral Extraction	(1) If a tenant cultivator refuses to allow mineral extraction on paddy land, the Commissioner-General may grant permission to the landowner to use up to 20 perches for extraction.
(2) The Commissioner-General orders compensation for the tenant cultivator for the loss of possession during this period, considering the crop yield.
(3) If the tenant refuses compensation, it is deposited with the Agrarian Development Council.
(4) The Council informs the tenant to collect the compensation within 6 months.
(5) Uncollected compensation is credited to the Agrarian Development Fund.
(6) Permission to extract minerals does not constitute eviction."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Establishment of Land Bank	(1) A Land Bank is established to manage agricultural land for purposes like granting land to cultivators, improving land cultivation, providing financial assistance to tenants, and enabling owners to purchase cultivation rights.
(2) Until the Land Bank is formed, Agrarian Development Councils will carry out these functions under the Commissioner-General’s direction.
(3) Regulations may be established regarding the powers and activities of the Land Bank."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Appointment and Powers of Agricultural Officers	(1) The Commissioner-General of Agrarian Development is appointed, and references to the Commissioner of Agrarian Services are considered references to the Commissioner-General.
(2) Additional officers, including an Additional Commissioner-General, Commissioners, Deputy Commissioners, Assistant Commissioners, and Agrarian Development Officers, may be appointed.
(3) These officers can exercise the powers of the Commissioner-General as authorized.
(4) Deputy Commissioners, Assistant Commissioners, and Agrarian Development Officers exercise powers within their designated areas.
(5) All officers act under the direction and control of the Commissioner-General."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Establishment of Agrarian Tribunals	Agrarian Tribunals are established to resolve disputes and issues related to agriculture. They may be set up in every administrative district or across multiple districts. Each Tribunal consists of up to three members, who must be selected from retired judges, experienced attorneys (with at least seven years of legal experience), or experts in agriculture who have been in the field for over seven years. If a member vacates their position due to death, resignation, illness, or absence from Sri Lanka, a new member is appointed. The term for each member is two years, with the possibility of reappointment. A quorum for meetings is two members, and Tribunals have the authority to summon witnesses and documents relevant to the cases they are handling. Those failing to comply with Tribunal orders may face fines or imprisonment"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Decisions are made by a majority of the Tribunal members. When a decision is made, it is considered the official decision of the Tribunal, and all members must abide by it. This ensures that each case is handled collectively and consistently."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"If a party involved in a case does not appeal a Tribunals decision within 30 days of receiving notice, the decision becomes final and is executed. If an appeal is made, it must be lodged with the Court of Appeal within the 30-day window, and the Court of Appeals final decision must then be executed."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Finality of Decisions	The decision of the Agrarian Tribunal is generally final. However, if a party disagrees with the Tribunal’s decision on a point of law, they may file an appeal within 30 days to the Court of Appeal. Once the Court of Appeal makes its ruling, that decision is binding and must be carried out."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Establishment of Farmers’ Organisations	Farmers Organisations can be set up in specified areas, determined by the Commissioner-General. These organizations are made up of people whose livelihood depends on agriculture. These organizations are meant to represent the interests of local farmers, and upon registration, they gain corporate status, meaning they can operate legally as entities. However, if the area in question falls under a major irrigation scheme or is controlled by a public corporation, the registration requires approval from the Ministry of Irrigation or relevant public corporation."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Examination of Accounts of Farmers’ Organisations	The Commissioner-General, or a designated representative, has the right to audit and examine the financial records of any registered Farmers’ Organisation. This ensures transparency and accountability in the management of funds and resources within the organization."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Loan Facilities for Farmers Organisations	Farmers Organisations have the power to obtain loans from designated banks or state institutions to fund their activities. These organizations can also provide loans to their members, including joint loan schemes, where repayment is made jointly. Furthermore, the organizations can engage in various financial activities, such as acquiring or leasing property and managing funds to support agricultural initiatives. The funds of these organizations can be used for the welfare of members, including providing loans to them."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Duty of Farmers Organisations	One of the primary duties of Farmers Organisations is to promote the formation of smaller groups of farmers who can work together based on shared agricultural activities or mutual relationships. This encourages collaboration and enhances the ability of farmers to address collective issues more effectively"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Representation in Agrarian Development Councils	Every registered Farmers Organisation within a specific Agrarian Development Council area is required to elect one or more representatives. These representatives participate in the Agrarian Development Council, representing the interests of the farming community and ensuring that the voice of farmers is heard in decision-making related to agricultural policies and initiatives. This fosters a more inclusive and participatory approach to rural and agricultural development."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Farmers Organisation Assistance to Agrarian Development Council	
(a) Cultivation Programs	Farmers Organisations help farmers cultivate their lands in compliance with the Agrarian Development Act. They formulate programs for seasonal and annual cultivation, including paddy and highland crops.
(b) Reports on Unsatisfactory Cultivation	Collecting data on lands that are not being cultivated satisfactorily and submitting reports to the Agrarian Development Council.
(c) Agricultural Data Collection	Gathering data on agricultural lands, machinery, animals, and inland fish within their area and submitting the data to the Agrarian Development Council.
(d) Promotion of Sustainable Practices	Encouraging soil conservation, efficient water use, composting, and the cultivation of recommended crops and breeding of livestock suited for the area.
(e) Disease and Pest Management	Taking action to ensure crops and animals are free from diseases and pests through effective management strategies.
(f) Educational Programs	Implementing programs to educate farmers about environmentally friendly agricultural practices and encouraging their adoption."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Farmers Organisation Responsibilities	
(1) Register of Cultivators and Occupiers	Each Farmers Organisation prepares an annual register of all owner cultivators and occupiers within its jurisdiction and submits it to the Agrarian Development Council.
(2) Supply of Agricultural Goods and Services	Registered Farmers Organisations may engage in the supply of agricultural goods and services, contributing to the overall agricultural development in the area.
Cancellation of Registration	
(1) Conditions for Cancellation	Registration can be canceled if the organisation has fewer than 25 members, has been inactive for over a year, or if a significant portion of the members believes the organisation has failed to meet its objectives.
(2) Liquidator Powers	Liquidators are appointed to wind up the organisations affairs, including selling property, settling claims, and distributing any remaining assets."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agrarian Development Councils	
(1) Establishment and Function	Agrarian Development Councils are established for specific areas, operating as corporate bodies with perpetual succession. They oversee agricultural development at the local level.
(2) Composition	The councils are made up of representatives from local Farmers Organisations and government bodies engaged in agriculture, with the number of government representatives appointed by the Commissioner-General.
(3) Membership and Term	Councils have members who serve two-year terms and may be reappointed. If a member resigns or misses three consecutive meetings, a replacement is appointed."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agrarian Development Council Functions	
(i) Property and Lease Management	The councils have the authority to acquire, lease, sell, or dispose of property, as well as manage agricultural infrastructure.
(ii) Tax and Charges	The council can impose acreage taxes on agricultural land and recover charges for services rendered under the Agrarian Development Act.
(iii) Promote Farmers’ Organisations	Encouraging the formation and support of Farmers Organisations and small farmer groups, helping to foster cooperation and collective growth.
(iv) Educating Farmers	Organizing workshops and educational programs for farmers to improve their skills and knowledge of modern agricultural practices.
(v) Financial Support	Providing financial assistance such as loans or guarantees to Farmers Organisations, small farmers, and other agricultural projects."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agricultural Land Registers	
(1) Register Maintenance	Councils maintain a register of all agricultural lands in their area, detailing land ownership, tenancy, and cultivation information.
(2) Amendment of Registers	Procedures for amending the register, including adding new tenant cultivators, with approvals from the Commissioner-General.
(3) Appeals Process	A structured process for appeals against decisions regarding amendments to the agricultural land register, with the Agricultural Tribunal providing the final decision."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agriculturalists to give information to Agrarian Development Council	The owner cultivator or occupier of every agricultural land shall inform the Agrarian Development Council within whose area the land is situated, about the ownership, occupation, and agricultural activities on the land. Failure to comply leads to an inquiry and penalty"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Survey of Agricultural Lands	Agrarian Development Councils are required to survey agricultural lands in their area of authority and may recover costs from the owners or occupiers. If there is a default in payment, the Agrarian Tribunal holds an inquiry, and the costs are recoverable through a Magistrates Court."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Recovery of Acreage Tax	Owners or occupiers of agricultural land must pay acreage tax by March 31 each year. Failure to pay leads to a notice, followed by legal proceedings if the tax remains unpaid. The tax can be recovered in the same manner as a court-imposed fine."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Loans Given by Farmers’ Organisations and Agrarian Development Councils	If a person defaults on a loan from the Agrarian Development Council or Farmers Organisation, the defaulting person can be required to repay the loan by notice. If they fail to do so, the sum is recoverable through the Magistrates Court"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Audit and Accounts	Every Agrarian Development Council must maintain accounts that are audited by the Auditor-General. These accounts are to be managed by the Administrative Co-ordinating Secretary."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Audit of Accounts of Agrarian Development Council	The accounts of Agrarian Development Councils are subject to audits under Article 154 of the Constitution. Disallowed items in the accounts can be surcharged on responsible officers, and appeals can be made against these decisions. The surcharges are recoverable."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,Instruments or documents executed by or on behalf of a registered Farmers Organisation are exempt from stamp duty.
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,Instruments or documents executed by or on behalf of the Agrarian Development Council are exempt from stamp duty.
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,Instruments or documents executed by or on behalf of a Farmers’ Organisation District Federation are exempt from stamp duty.
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,Instruments or documents executed by or on behalf of a Farmers’ Organisation Provincial Federation are exempt from stamp duty.
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,Instruments or documents executed by or on behalf of the Sri Lanka National Farmers’ Organisation Federation are exempt from stamp duty
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,A Farmers Organisation is exempt from income or profit tax under the Inland Revenue Act.
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,An Agrarian Development Council is exempt from income or profit tax under the Inland Revenue Act.
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,A Farmers’ Organisation District Federation is exempt from income or profit tax under the Inland Revenue Act.
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,A Farmers’ Organisation Provincial Federation is exempt from income or profit tax under the Inland Revenue Act.
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,The Sri Lanka National Farmers’ Organisation Federation is exempt from income or profit tax under the Inland Revenue Act.
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,All listed organisations are deemed scheduled institutions under the Bribery Act.
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Officers and Servants of Farmers Organisations	Officers and servants of registered Farmers Organisations, Agrarian Development Councils, Farmers Organisation District Federations, Provincial Federations, and the Sri Lanka National Farmers Organisation Federation are considered public officers under the Penal Code. This means they have legal protection and are considered to act in the public interest when performing duties in their official capacity."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Suits against Members or Servants No legal action or prosecution can be initiated against any member or servant of Farmers Organisations, Agrarian Development Councils, or any related federations for acts done in good faith under the provisions of this Act or any regulations created. This ensures that members and staff can perform their duties without fear of personal legal consequences, provided their actions are within the scope of their responsibilities and done in good faith"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agricultural Research and Production Assistants	Agricultural Research and Production Assistants can be appointed by the Commissioner-General. They serve as convenors in their designated areas, assisting with agricultural research and production tasks, and act as local representatives for matters related to the Agrarian Development Act. Their role is crucial for the practical application and enforcement of agricultural development policies at the grassroots level."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Identity Cards for Owner-Cultivators	Agrarian Development Councils are tasked with issuing identity cards to agricultural landowners or occupiers in their jurisdiction. These identity cards are critical for identifying and verifying legitimate landowners and cultivators, and are based on the most recent Agricultural Lands Register. This facilitates better governance and accountability in the agricultural sector."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Information Requirement by Commissioner-General	The Commissioner-General has the authority to request detailed information from landowners or occupiers of agricultural land regarding the size, type of cultivation, and other relevant details about their agricultural activities. Failure to comply with this request is considered an offense under the Act, ensuring that accurate records are maintained for agricultural planning and resource management"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Misuse of Powers by Farmers Organisations	If the Commissioner-General identifies any misuse or failure to act by a Farmers Organisation, such as not exercising powers granted under the Act, he is empowered to intervene. This may include directing the organization to take necessary actions or even dissolving the organisation temporarily if it is not functioning as required. This ensures the effective governance of agricultural development and the proper use of powers entrusted to these organisations."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Commissioner-General’s Powers	The Commissioner-General operates under the general direction of the Minister of Agrarian Services and is granted significant administrative powers. These powers include the ability to initiate prosecutions for offenses under the Act, as well as resolving disputes related to the enforcement of the Act. In the course of his duties, the Commissioner-General has the authority to summon witnesses, compel the production of documents, and administer oaths, resembling the powers of a District Court in legal proceedings."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Irrigation Work and Management	Farmers Organisations have supervisory authority over irrigation works within their jurisdiction, which includes tanks, dams, canals, watercourses, and embankments. The regulation of these works is essential for effective water management, which directly impacts agricultural production. Furthermore, any person or entity obstructing authorized personnel from carrying out these duties without lawful cause is subject to penalties under the Act"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Development Projects	Any new construction or development projects, such as the construction of irrigation works or other agricultural infrastructure, within the jurisdiction of a Farmers Organisation, must be communicated to the organisation. The head of the concerned department or entity is required to seek input from the Farmers Organisation and incorporate their feedback into the final plans if applicable. This ensures that local agricultural needs and concerns are addressed in the development process."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section allows the Agrarian Development Council (ADC) to provide advance payments to Farmers Organizations (FOs) when certain expenditures need to be incurred for cultivation purposes. The aim is to assist farmers or organizations with financial support for agricultural activities that align with the objectives of the act. The advance payment can be used for purchasing resources, conducting research, or implementing new farming techniques or infrastructure."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section regulates the digging, construction, and maintenance of wells for cultivation purposes. It stipulates that any individual must obtain written permission from the Commissioner-General of Agrarian Development. The Commissioner-General has the authority to impose conditions to ensure responsible use of water resources, including preventing water wastage. This regulation is designed to ensure sustainable water use in agriculture and minimize environmental impact."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section safeguards the rights of agricultural landowners, cultivators, and occupiers by providing them protection from interference. If someone interferes with their cultivation rights or access to agricultural resources, they can file a complaint with the Commissioner-General. The Commissioner-General can issue orders to ensure protection and compliance. Additionally, a peace officer may assist in enforcing the orders using necessary force."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section addresses individuals who do not own agricultural land or who own land less than half an acre. Such individuals may apply to the President for the grant of state land or land from other institutions. The section ensures that individuals without agricultural land or those who are landless have the opportunity to apply for land under the government’s agricultural policies, thus supporting farming activities."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section allows Farmers Organizations or any authorized representative to seize or tie up any animal found loitering in agricultural land or irrigation areas. The animal may be kept until its owner claims it. Farmers Organizations may set rules to govern such situations. The purpose of this section is to prevent damage to crops, irrigation systems, or farming operations caused by stray animals."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section clarifies that office bearers and employees of Farmers Organizations, Agrarian Development Councils, or any related authorities are entitled to remuneration for their services. The amount of remuneration, however, cannot exceed the limit specified by regulations. This provision ensures that individuals working to manage agricultural development or organizations receive appropriate financial compensation for their work."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section grants the Minister the power to issue a notification for the compulsory acquisition of agricultural land required for public purposes under the provisions of this Act. If such land is acquired, the compensation to be paid to the landowner will be determined based on ten times the annual rental value of the land, calculated in a prescribed manner. This ensures that landowners are compensated fairly when their land is requisitioned for agricultural development."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section empowers the Minister to create regulations addressing matters that require further clarification or additional provisions under the Agrarian Development Act. Once made, these regulations must be published in the Gazette and are subject to approval by Parliament. If not approved by Parliament, the regulation will be deemed rescinded. The Minister’s authority ensures that the Act is effectively implemented through specific guidelines and rules."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section establishes penalties for individuals or organizations found guilty of violating the provisions of the Agrarian Development Act or any regulations made under it. Penalties include a fine not exceeding five thousand rupees, imprisonment for up to six months, or both fine and imprisonment. This serves as a deterrent to prevent unlawful activities that could hinder agricultural development or contravene the objectives of the Act."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section creates the Agrarian Development Fund to financially support various agricultural initiatives. The Fund will receive money from various sources such as fines imposed for offences under the Act, sums required by law to be deposited, donations, government contributions, and a portion of the acreage tax collected. The fund will be used to support agricultural policies, improve infrastructure, train personnel, and assist Farmers Organizations."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section clarifies that the provisions of the Agrarian Development Act take precedence over any conflicting laws. In case of a conflict or inconsistency with another law, the provisions of this Act shall prevail, ensuring that agricultural development policies are implemented without hindrance from other conflicting legal frameworks. This ensures legal consistency and strengthens the application of the Act."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"This section repeals the Agrarian Services Act, No. 58 of 1979, and outlines the transition of assets, liabilities, and ongoing proceedings under the old Act to the newly established Agrarian Development Act. This includes transferring financial resources, assets, and liabilities of Agrarian Services Committees, Farmers’ Organizations, and other entities under the old Act to their corresponding counterparts under the new Act. It also ensures the continuation of proceedings and regulations under the new framework."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"In the event of any inconsistency between the Sinhala and Tamil versions of the Act, the Sinhala text shall prevail. This clause ensures that, should there be a discrepancy between the two language versions, the Sinhala version will be the one that holds legal authority in the interpretation of the Act. This is important because it guarantees consistency and clarity in legal interpretation when both official languages are used."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,This section outlines the definitions of key terms used throughout the Act to avoid any ambiguity. The definitions help in providing clarity and guiding legal decisions regarding agrarian activities. Below are some of the core terms explained:
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agriculture: Broadly encompasses various farming activities. It includes the cultivation of rice, field crops, spices, condiments, industrial crops, vegetables, fruits, flowers, and pasture or fodder. It also covers dairy farming, livestock rearing, plant and fruit nurseries, beekeeping, and inland fisheries. This ensures the scope of agriculture is comprehensive, covering both traditional farming and modern agricultural enterprises"
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Refers to any action that is part of or supports agriculture. This includes supplying agricultural inputs like seeds, fertilizers, and tools, as well as using machinery and equipment related to agriculture. It also involves minor irrigation activities that contribute to maintaining or improving agricultural productivity. The term encapsulates both farming tasks and related support services like irrigation."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agricultural Land: Refers to land that is used or can potentially be used for agricultural purposes. It includes private lands and lands that have been alienated (granted or transferred) under the Land Development Ordinance or the Crown Lands Ordinance, or any other relevant legislation. Essentially, agricultural land is any land that is dedicated to farming or can be made available for agricultural use."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agricultural Road: A road used for various agricultural purposes. This includes transporting agricultural crops, moving harvests, driving animals, or transporting farming equipment and machinery. It also serves as a route for the supply of agricultural services or access to agricultural land. These roads are essential for connecting farms and agricultural infrastructure. Roads designated for access to agricultural land are also considered agricultural roads, ensuring that all routes supporting agricultural activities are legally acknowledged as such."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agrarian Development','Bank of Any Watercourse: Refers to the banks of rivers, streams, creeks, canals, or any natural or man-made watercourses that carry water either constantly or intermittently. The bank is defined as the land area along the watercourse, and this Act specifically includes an area of up to thirty-three feet from the watercourse’s edge as part of the bank. This term is relevant when determining the boundaries of agricultural land near watercourses and the legal use of such land for irrigation or related purposes."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agrarian Development','Construction (in relation to irrigation): This term covers any type of work done to improve, extend, repair, or restore minor irrigation works. It can include the development of new infrastructure, such as irrigation channels, or the maintenance and protection of existing systems that deliver water to agricultural land. It also includes activities aimed at restoring abandoned irrigation works or protecting irrigable areas from potential damage, ensuring the sustainability of irrigation systems for long-term agricultural productivity."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agrarian Development','Cultivator: Refers to any person involved in cultivating paddy (rice) land. The term excludes organizations like Farmers Organizations or Agrarian Development Councils, and specifically includes individuals who carry out essential farming tasks like ploughing, sowing, and reaping (harvesting). Cultivators are also responsible for maintaining the crop during the growing season. This definition emphasizes the individual farmers role in agricultural production, particularly for paddy cultivation."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agrarian Development','Evict: Refers to the process of removing a tenant cultivator from paddy land. This action deprives the cultivator of their right to use or occupy the land, either entirely or partially, using either direct or indirect methods. This section ensures that the process of eviction, should it arise, is clearly defined and that the cultivators rights are understood within the legal framework."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agrarian Development','Irrigation Work: Includes the construction, maintenance, or repair of any infrastructure related to irrigation. This can be tanks, bunds, channels, sluices, and other structures necessary to ensure a steady flow of water to agricultural areas. It also covers works designed to drain flooded areas, prevent saltwater intrusion, or protect crops from flooding. The goal is to ensure water availability and proper land drainage to support agricultural activities, particularly in areas that rely heavily on irrigation."
Civil Law,Land Law,Act No. 46,2000,Agrarian Development,"Agrarian Development','Landlord: Refers to the person who, besides the owner cultivator, is entitled to receive rent for a paddy land. This person could be a tenant who sublets the land to another cultivator, or anyone who, for the time being, holds the right to receive rent for the land. The landlord’s role is to manage the rental or lease agreement, ensuring that the agricultural land is utilized and that payments for its use are made according to the terms."
